Hotel Names,Price,Rating,Amenities,Info,Attractions,Address,City,Latitude,Longitude
Hotel Archana Inn,,4.0,Free internetRestaurantChildren Activities (Kid / Family Friendly)Airport transportationBusiness Centre with Internet AccessFax / photocopyingBaggage storageCurrency exchangeNewspaper24-hour front deskDry cleaningLaundry serviceIroning service,"Finding an ideal romantic hotel in Ernakulam does not have to be difficult. Welcome to Hotel Archana Inn, a nice option for travellers like you.	Rooms at Hotel Archana Inn provide air conditioning, and guests can stay connected with free wifi.	In addition, while staying at Hotel Archana Inn guests have access to 24 hour front desk, newspaper, and currency exchange. You can also enjoy a restaurant. Need a place to park? Free parking is available at Hotel Archana Inn.	For those interested in checking out popular landmarks while visiting Ernakulam, Hotel Archana Inn is located a short distance from St. George Syro-Malabar Catholic Church of Forane (2.2 km) and Lourde Matha Church (2.4 km).	While in Ernakulam, you may want to check out some of the restaurants that are a short walk away from Hotel Archana Inn, including Pai Dosa (1.4 km), Sree Krishna Inn (0.2 km), and Punjab House Restaurant (1.4 km).	Ernakulam is also home to Edappally Church Complex, a popular historic site that is not too far from Hotel Archana Inn.	Hotel Archana Inn puts the best of Ernakulam at your fingertips, making your stay both relaxing and enjoyable.	","('Shiva Temple', 'Subhash Park', 'Durbar Hall Art Gallery', 'Chitram Art Gallery')","Warriam Road, Ernakulam, Kochi (Cochin) 682016 India",Ernakulam,9.9666312,76.2850979
Hotel Prime Palace,$ 19,3.5,Free parkingFree High Speed Internet (WiFi)SaunaFree breakfastBeachBabysittingChildren Activities (Kid / Family Friendly)Airport transportationFree internetWifiInternetRestaurantBreakfast availableCar hireBusiness Centre with Internet AccessMeeting roomsBaggage storageConciergeCurrency exchangeNon-smoking hotelDry cleaningLaundry service,"Prime Palace is a business class hotel with all modern facilities, located at the heart of the city. Our hotel offers a tranquil settings, contemporary elegance and exceptional customer service. Additionally, our close proximity with the major city attractions and business centers makes us the favorite among all kinds of travelers.","('Shiva Temple', 'Durbar Hall Art Gallery', 'Padma', 'Chitram Art Gallery')","A K Seshadri Road M.G Road Near Maharajas Metro Station, Shenoy Junction, Fashion Street Sheshadri Lane Kochi, Ernakulam, Kochi (Cochin) 682011 India",Ernakulam,9.96531775,76.27183336191837
The Mercy,,4.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastBabysittingChildren Activities (Kid / Family Friendly)Business Centre with Internet AccessWifiPaid wifiPaid internetInternetRooftop poolBar / loungeRestaurantBreakfast buffetConference facilitiesBanquet roomMeeting roomsRooftop terraceConciergeNon-smoking hotelDry cleaningLaundry serviceSelf-serve laundry,"Finding an ideal family-friendly hotel in Ernakulam does not have to be difficult. Welcome to The Mercy, a nice option for travellers like you.	Given the close proximity of popular landmarks, such as Salem Marthoma Church (2.1 km) and St. George Syro-Malabar Catholic Church of Forane (2.8 km), guests of The Mercy can easily experience some of Ernakulam's most well known attractions.	You’ll enjoy relaxing rooms that offer a flat screen TV and air conditioning, and you can stay connected during your stay as The Mercy offers guests paid internet access.	The hotel features a rooftop terrace, a concierge, and room service. Plus, The Mercy offers a rooftop pool and free breakfast, providing a pleasant respite from your busy day. For guests with a vehicle, free parking is available.	Travellers looking for Italian restaurants can head to Ledhi Art Cafe, ChaiCofi, or Molano Ice Ream.	If you are interested in exploring Ernakulam, check out a historic site, such as Edappally Church Complex.	The Mercy looks forward to welcoming you on your visit to Ernakulam.	",,"The Mercy Luxury Business Hotel Ravipuram, Ernakulam, Kochi (Cochin) 682015 India",Ernakulam,9.9596098,76.2898583
Hill Palace Hotel & Spa,$ 40,3.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastChildren Activities (Kid / Family Friendly)Airport transportationBusiness Centre with Internet AccessSecured parkingFree internetWifiInternetHot bathBar / loungeRestaurantBreakfast availableShuttle bus serviceCar hireConference facilitiesBanquet roomMeeting roomsSpaMassageSalonBaggage storageCurrency exchangeGift shopNon-smoking hotel24-hour front deskLaundry serviceIroning service,"South Asia Hotel brings unique level of comfort of business and leisure travelers in a sophisticated style setting. An exclusive business and leisure hotel, the Guest rooms, Suite rooms, Honeymoon suite, Private swimming pool with Suite rooms, Spa, Complete Health Club, Ladies Beauty Saloon are specially designed to enable guests to both work and relax in the comfort of their own. Premier technology to the finest amenities the hotel creates a world of luxury service. We are committed to ensuring that our guests experience an effortless and comfortable stay. We achieve this goal by treating our fellow employees, business partners and guests with the same high level of hospitality. A separate living area(like sofa or chairs). Suites generally offer a bit more room to spread out than the average hotel room, and may include a sofa bed for an extra guest","('Edappally Church Complex', 'Shiva Temple', 'LuLu Mall', 'Kerala Folklore Museum')","296c Hill Palace Hotel & Spa Refinery Road Irumpanam Road Thripunithura, Ernakulam, Kochi (Cochin) 682305 India",Ernakulam,9.9824929,76.2922505
Hotel Kochi Caprice,$ 25,3.5,Free parkingFree High Speed Internet (WiFi)Free breakfastChildren Activities (Kid / Family Friendly)Airport transportationMeeting roomsConciergeDry cleaningFree internetWifiPublic wifiInternetRestaurantBreakfast availableLaundry service,"Hotel Kochi Caprice a finest chic interior Iconic Hotel in Cochin situated in the center of city at Manorama Junction near to Ernakulam South Railway Station, Transportation Hub, Cochin Leisure Destination and close to all Cochin shopping areas. Hotel Kochi Caprice offers the guest a unique Luxury Stay at budget hospitality experienced never before in Cochin which is already the talk of the city.",,"Sa Road, Ernakulam, Kochi (Cochin) 682016 India",Ernakulam,9.9677238,76.3009841
Palm Grove Service Villa,$ 13,4.5,Free parkingFree High Speed Internet (WiFi)Vending machineChildren Activities (Kid / Family Friendly)Kids clubCar hireBaggage storageCurrency exchangeParkingFree internetPublic wifiInternetNewspaperNon-smoking hotel24-hour front deskExpress check-in / check-outIroning service,"Palm Grove service villa - is a budget accommodation located at Edappally , a fast growing suburb of Cochin. This is not a conventional Inn. It is an ancestral house which has been renovated into 10 A/C and 7 non A/C rooms with all modern facilities. The house is on a 1 acre beautiful property with coconut palms, many exotic plants and trees with a small vegetable farm in the backyard.","('Edappally Church Complex', 'LuLu Mall', 'Oberon Mall', 'PVR Cinemas')","Palm Grove Service Villa Palm Grove Service Villa Market Road Opp: Edappally Traffic Police Station , Cochin, Ernakulam, Kochi (Cochin) 682024 India",Ernakulam,9.99035175,76.31622349468297
Elephant Pass Ayurveda & Yoga Retreat,$ 53,4.5,Secured parkingFree internetYoga classesFree breakfastBicycle rentalBabysittingAirport transportationFax / photocopyingParkingPublic wifiInternetYoga roomCoffee shopRestaurantBreakfast availableKids' mealsCar hireTaxi serviceFacial treatmentsFoot bathFull body massageMassageMassage chairSalonSteam room24-hour securityBaggage storageConciergeCurrency exchangeNewspaperNon-smoking hotelOutdoor furnitureShared lounge / TV areaSun loungers / beach chairs24-hour check-in24-hour front deskExpress check-in / check-outDry cleaningLaundry serviceIroning service,Elephant pass Ayurveda Yoga Retreat.,"('Birthplace of Sri Adi Shankara', 'Adi Shancharachaya Temple', 'Shri Krishna Temple', 'Paniyeli Poru')","Behind Elephant Kraal behind Elephant Kraal, Kodanadu, Kochi, Ernakulam, Kochi (Cochin) 683544 India",Ernakulam,9.96531775,76.27183336191837
Nihara Resort & Spa,$ 82,5.0,Free parkingFree High Speed Internet (WiFi)PoolFree breakfastBabysittingChildren Activities (Kid / Family Friendly)Airport transportationBusiness Centre with Internet AccessFree internetWifiPublic wifiInternetHot bathOutdoor poolRestaurantBreakfast availableKids clubCar hireConference facilitiesBanquet roomSpaBaggage storageConciergeCurrency exchangeDry cleaningLaundry service,"Nestled on the banks of the backwaters of Kochi, Nihara Resort and Spa brings together authentic Kerala architecture , culture and its famed hospitality. Location is on a quiet hamlet yet a short drive is enough to reach important places and access to airport is easier. The landscape is covered with gardens and aesthetically built cottages with a local touch. The restaurant offers a wide variety of international cuisine with an emphasis on Indian cuisine. A swimming pool, spa, banquet hall, coffee shop and lawns also form part of the facilities. The resort has 12 superior rooms, 14 cottages and 6 meandering pool cottages.","('Edappally Church Complex', 'Vallarpadam Church', 'Shiva Temple', 'LuLu Mall')","Kothad South Near Aster Medicity near Aster Medicity Hospital, Kothad South, Ernakulam, Kochi (Cochin) 682027 India",Ernakulam,9.9824929,76.2922505
FabHotel Evershine Residency Railway Station,$ 16,4.5,Free parkingFree High Speed Internet (WiFi)Free breakfastChildren Activities (Kid / Family Friendly)Airport transportationFax / photocopyingBaggage storageConciergeSecured parkingNon-smoking hotel24-hour front deskLaundry service,"Finding an ideal small hotel in Ernakulam does not have to be difficult. Welcome to FabHotel Evershine Residency Railway Station, a nice option for travellers like you.	Guest rooms offer amenities such as a flat screen TV and air conditioning, and guests can go online with free wifi offered by the small hotel.	FabHotel Evershine Residency Railway Station features 24 hour front desk, room service, and baggage storage, to help make your stay more enjoyable. If you are driving to FabHotel Evershine Residency Railway Station, free parking is available.	Close to some of Ernakulam's most popular landmarks, such as Little Flower Church (3.2 km) and Little Flower Church (3.2 km), FabHotel Evershine Residency Railway Station is a great destination for tourists.	When you’re feeling hungry, be sure to check out Paragon Restaurant, Lulu International Mall Food Court, and Ali Baba And 41 Dishes, which are some Chinese restaurants that are popular with locals and out-of-towners alike.	There is no shortage of things to do in the area: explore popular historic sites such as Edappally Church Complex.	FabHotel Evershine Residency Railway Station puts the best of Ernakulam at your fingertips, making your stay both relaxing and enjoyable.	","('Paavakkulam Mahadeva Temple', ""St. Antony's Shrine"", ""Queen's Walkway"", 'Ramakrishna Math')","64/4230 Evershine Residency Srm Road, Ernakulam, Kochi (Cochin) 682018 India",Ernakulam,9.9824929,76.2922505
Summit Le Royale Hotel,$ 29,4.5,Free parkingRestaurantCar hireFax / photocopying24-hour securityBaggage storage24-hour check-in24-hour front deskSecured parkingStreet parkingParkingBreakfast buffetBreakfast in the roomVending machineNewspaperShared lounge / TV areaDoorpersonExpress check-in / check-outPrivate check-in / check-outDry cleaningLaundry serviceIroning serviceShoeshine,"Cocooned in the lap of snow capped mountains, Summit Le Royale, a 4 star hotel, is ideally located 5 minutes walk from Ridge, Shimla on way to the famous Jakhoo temple. The hotel, nestled in the beautiful and tranquil mountains, offers an unparalleled view of snow capped Himalayas along with TaraDevi, Naldhera and of course The Mall. Himalayas forming the back drop, this place lends an air of rustic charm and experience which is entirely unique.","('The Ridge', 'The Mall', 'Jakhoo Hill', 'Himachal State Museum')","Jakhoo Road, behind church, Shimla 171001 India",Shimla,31.1041526,77.1709729
